AF190127.1 HIV-1 isolate VI991 from Belgium Gag polyprotein (gag), Pol polyprotein (pol), Vif (vif), Vpr (vpr), truncated Tat (tat), Rev (rev), truncated Vpu (vpu), envelope glycoprotein precursor (env), and Nef (nef) genes, complete cds	2
AF192135.1 HIV-1 isolate 98BW21.17, from Botswania, complete genome	1
AF193277.1 HIV-1 isolate RU98001 from Russia, complete genome	0
AF197338.1 HIV-1 isolate 93TH057 from Thailand, complete genome	2
AF197339.1 HIV-1 isolate 93TH065 from Thailand, complete genome	4
AF197341.1 HIV-1 isolate 90CF4071 from Central African Republic, complete genome	2
AF224507.1 HIV-1 strain HIV-1wk from South Korea, complete genome	2
AJ251056.1 Human immunodeficiency virus type 1 complete genome (isolate 98SE-MP1211)	1
AJ251057.1 Human immunodeficiency virus type 1 complete genome (isolate 98SE-MP1213)	0
AJ245481.2 Human immunodeficiency virus type 1 proviral complete genome, isolate 95ML84	2
AF179368.1 HIV-1 strain GR17 from Greece complete genome	2
AF256205.1 HIV-1 clone S61D15 from Spain, complete genome	0
AF256206.1 HIV-1 clone S61G1 from Spain, complete genome	0
AF256207.1 HIV-1 clone S61G7 from Spain, complete genome	4
AF256211.1 HIV-1 clone S61D1 from Spain, complete genome	2
AF259954.1 HIV-1 clone pCM235-2 from Thailand, complete genome	3
AF259955.1 HIV-1 clone pCM235-4 from USA, complete genome	3
AF286365.1 HIV-1 isolate WR27 from USA, complete genome	1
AF290027.1 HIV-1 clone C.96BW06.H51 from Botswana, complete genome	4
AF290028.1 HIV-1 clone C.96BW06.J4 from Botswana, complete genome	1
AF290029.1 HIV-1 clone C.96BW06.J7 from Botswana, complete genome	2
AF290030.1 HIV-1 clone C.96BW06.K18 from Botswana, complete genome	0
AY008714.1 HIV-1 isolate 97CNGX-2F from China, complete genome	3
AY008715.1 HIV-1 isolate 97CNGX-6F from China, complete genome	3
AY008716.1 HIV-1 isolate 97CNGX-7F from China, complete genome	1
AY008717.1 HIV-1 isolate 97CNGX-9F from China, complete genome	3
AY008718.1 HIV-1 isolate 97CNGX-11F from China, complete genome	3
AF321523.1 HIV-1 clone MJ4 from Botswana, complete genome	3
AB049811.1 Human immunodeficiency virus 1 proviral DNA, complete genome, clone:97GH-AG1	1
AF289548.1 HIV-1 clone 96TZ-BF061 from Tanzania, complete genome	1
AF289549.1 HIV-1 clone 96TZ-BF071 from Tanzania, complete genome	1
AF289550.1 HIV-1 clone 96TZ-BF110 from Tanzania, complete genome	0
AF286223.1 HIV-1 strain 94IN476 from India, complete genome	4
AF286224.1 HIV-1 strain 96ZM651 from Zambia, complete genome	0
AF286225.1 HIV-1 strain 96ZM751 from Zambia, complete genome	1
AF286226.1 HIV-1 strain 97CN001 from China, complete genome	0
AF286227.1 HIV-1 strain 97ZA012 from South Africa, complete genome	4
AF286228.1 HIV-1 strain 98BR004 from Brazil, complete genome	3
AF286229.1 HIV-1 strain 98CN006 from China, complete genome	4
AF286230.1 HIV-1 strain 98CN009 from China, complete genome	4
AF286231.1 HIV-1 strain 98IN012 from India, complete genome	2
AF286232.1 HIV-1 strain 98IN022 from India, complete genome	1
AF286233.1 HIV-1 strain 98IS002 from Israel, complete genome	2
AF286234.1 HIV-1 strain 98TZ013 from Tanzania, complete genome	3
AF286235.1 HIV-1 strain 98TZ017 from Tanzania, complete genome	4
AJ302646.1 Human immunodeficiency virus type 1 complete genome, strain 99SE-MP1299	4
AJ302647.1 Human immunodeficiency virus type 1 complete genome, strain 99SE-MP1300	4
AB052995.1 Human immunodeficiency virus 1 subtype E DNA, complete genome, isolate:93JP-NH1	3
AF286236.1 HIV-1 isolate 83CD003 from Republic of the Congo, complete genome	4
AF286237.1 HIV-1 isolate 94CY017.41 from Cyprus, complete genome	4
AF286238.1 HIV-1 isolate 97CDKTB48 from Republic of the Congo, complete genome	4
AF286239.1 HIV-1 isolate 97KR004 from South Korea, complete genome	2
AF316544.1 HIV-1 isolate 97CDKP58e from Republic of the Congo, complete genome	4
AF385934.1 HIV-1 isolate URTR23 from Uruguay, complete genome	1
AF385936.1 HIV-1 isolate ARMA159 from Argentina, complete genome	3
AJ291719.1 Human immunodeficiency virus type 1 complete genome, strain 99FR-MP129	0
AF408626.1 HIV-1 isolate A025 from Argentina, complete genome	3
AF408627.1 HIV-1 isolate A047 from Argentina, complete genome	2
AF408628.1 HIV-1 isolate A063 from Argentina, complete genome	1
AF408631.1 HIV-1 isolate A050 from Argentina, complete genome	3
AF408632.1 HIV-1 isolate A32878 from Argentina, complete genome	3
AF407418.1 HIV-1 isolate VAU group O from France, complete genome	3
AF407419.1 HIV-1 isolate hypermutated VAU group O from France, complete genome	0
AF443074.1 HIV-1 isolate 96BWMO1.5 from Botswana, complete genome	1
AF443075.1 HIV-1 isolate 96BWMO3.2 from Botswana, complete genome	0
AF443076.1 HIV-1 isolate 98BWMC12.2 from Botswana, complete genome	2
AF443077.1 HIV-1 isolate 98BWMC13.4 from Botswana, complete genome	2
AF443078.1 HIV-1 isolate 98BWMC14.a3 from Botswana, complete genome	3
AF443079.1 HIV-1 isolate 98BWMO14.10 from Botswana, complete genome	4
AF443080.1 HIV-1 isolate 98BWMO18.d5 from Botswana, complete genome	3
AF443081.1 HIV-1 isolate 98BWMO36.a5 from Botswana, complete genome	0
AF443082.1 HIV-1 isolate 98BWMO37.d5 from Botswana, complete genome	4
AF443083.1 HIV-1 isolate 99BW3932.12 from Botswana, complete genome	2
AF443084.1 HIV-1 isolate 99BW4642.4 from Botswana, complete genome	0
AF443085.1 HIV-1 isolate 99BW4745.8 from Botswana, complete genome	4
AF443086.1 HIV-1 isolate 99BW4754.7 from Botswana, complete genome	4
AF443087.1 HIV-1 isolate 99BWMC16.8 from Botswana, complete genome	2
AF443088.1 HIV-1 isolate 00BW0762.1 from Botswana, complete genome	1
AF443089.1 HIV-1 isolate 00BW0768.20 from Botswana, complete genome	0
AF443090.1 HIV-1 isolate 00BW0874.21 from Botswana, complete genome	1
AF443091.1 HIV-1 isolate 00BW1471.27 from Botswana, complete genome	3
AF443092.1 HIV-1 isolate 00BW1616.2 from Botswana, complete genome	1
AF443093.1 HIV-1 isolate 00BW1686.8 from Botswana, complete genome	3
AF443094.1 HIV-1 isolate 00BW1759.3 from Botswana, complete genome	1
AF443095.1 HIV-1 isolate 00BW1773.2 from Botswana, complete genome	3
AF443096.1 HIV-1 isolate 00BW1783.5 from Botswana, complete genome	2
AF443097.1 HIV-1 isolate 00BW1795.6 from Botswana, complete genome	1
AF443098.1 HIV-1 isolate 00BW1811.3 from Botswana, complete genome	1
AF443099.1 HIV-1 isolate 00BW1859.5 from Botswana, complete genome	0
AF443100.1 HIV-1 isolate 00BW1880.2 from Botswana, complete genome	0
AF443101.1 HIV-1 isolate 00BW1921.13 from Botswana, complete genome	2
AF443102.1 HIV-1 isolate 00BW2036.1 from Botswana, complete genome	3
AF443103.1 HIV-1 isolate 00BW2063.6 from Botswana, complete genome	1
AF443104.1 HIV-1 isolate 00BW2087.2 from Botswana, complete genome	0
AF443105.1 HIV-1 isolate 00BW2127.214 from Botswana, complete genome	0
AF443107.1 HIV-1 isolate 00BW2276.7 from Botswana, complete genome	3
AF443108.1 HIV-1 isolate 00BW3819.3 from Botswana, complete genome	0
AF443109.1 HIV-1 isolate 00BW3842.8 from Botswana, complete genome	2
AF443110.1 HIV-1 isolate 00BW3871.3 from Botswana, complete genome	2
AF443111.1 HIV-1 isolate 00BW3876.9 from Botswana, complete genome	4
AF443112.1 HIV-1 isolate 00BW3886.8 from Botswana, complete genome	2
AF443113.1 HIV-1 isolate 00BW3891.6 from Botswana, complete genome	1
AF443114.1 HIV-1 isolate 00BW3970.2 from Botswana, complete genome	2
AF443115.1 HIV-1 isolate 00BW5031.1 from Botswana, complete genome	1
AY046058.1 HIV-l from Greece, complete genome	2
AF450096.1 HIV-1 isolate X605 from Spain, complete genome	0
AF450097.1 HIV-1 isolate X623 from Spain, complete genome	0
AF450098.1 HIV-1 isolate X138 from Spain, complete genome	0
AF423755.1 HIV-1 isolate X254 from Spain, complete genome	2
AF423756.1 HIV-1 isolate X397 from Spain, complete genome	1
AF423757.1 HIV-1 isolate X421 from Spain, complete genome	4
AF423758.1 HIV-1 isolate X475 from Spain, complete genome	1
AF423759.1 HIV-1 isolate X477 from Spain, complete genome	3
AF423760.1 HIV-1 isolate X558 from Spain, complete genome	2
AJ291718.1 Human immunodeficiency virus type 1 complete genome, Cameroon strain 97CM-MP818	0
AJ291720.1 Human immunodeficiency virus type 1 complete genome, strain 99FR-MP1307	4
AY074891.1 HIV-1 isolate 00BWMO35.1 from Botswana, complete genome	4
AF413987.1 HIV-1 isolate 98UA0116 from Ukraine, complete genome	2
AF414006.1 HIV-1 isolate 98BY10443 from Belarus, complete genome	0
AY082968.1 HIV-1 isolate TH 13-26 from Thailand, complete genome	0
AY125894.1 HIV-1 isolate 97TH6-107 from Thailand, complete genome	3
AF460972.1 HIV-1 isolate 96CM-1849 from Cameroon, complete genome	1
AF460974.1 HIV-1 isolate 96CM-4164 from Cameroon, complete genome	3
AF492623.1 HIV-1 isolate 96CM-4496 from Cameroon, complete genome	3
AF490973.1 HIV-1 strain 12-69 from Thailand, complete genome	1
AF490974.1 HIV-1 strain TH 9-95 from Thailand, complete genome	0
AY049708.1 HIV-1 isolate 01IN565.10 from India, complete genome	3
AY049709.1 HIV-1 isolate 01IN565.11 from India, complete genome	0
AY049710.1 HIV-1 isolate 01IN565.13 from India, complete genome	0
AY049711.1 HIV-1 isolate 01IN565.14 from India, complete genome	3
AF411964.1 HIV-1 isolate 99ZACM4 from South Africa, complete genome	1
AF411966.1 HIV-1 isolate 99ZASW7 from South Africa, complete genome	0
AF411967.1 HIV-1 isolate 99ZACM9 from South Africa, complete genome	4
AY162223.1 HIV-1 strain TV001 clone 8_5 subtype C from South Africa, complete genome	4
AY162224.1 HIV-1 strain TV002 clone 12/5_1 subtype C from South Africa, complete genome	2
AY162225.1 HIV-1 strain TV012 clone 2/1_4 subtype C from South Africa, complete genome	4
AY158533.1 HIV-1 strain 98ZA445 clone d3 from South Africa, complete genome	3
AY158534.1 HIV-1 strain 98ZA502 clone 3 from South Africa, complete genome	4
AY158535.1 HIV-1 strain 98ZA528 clone 6 from South Africa, complete genome	4
AY180905.1 HIV-1 isolate CNHN24 subtype B-Thai from China, complete genome	2
AF468970.1 HIV-1 strain TH 2-83 from Thailand, complete genome	1
AY173951.1 HIV-1 isolate BK132 from Thailand, complete genome	3
AY173952.1 HIV-1 isolate US1 from USA, complete genome	0
AY173953.1 HIV-1 isolate US2 from USA, complete genome	3
AY173956.1 HIV-1 isolate BZ167 from Brazil, complete genome	2
AY173958.1 HIV-1 isolate BZ163 from Brazil, complete genome	4
AY093603.1 HIV-1 isolate 95SN1795 from Senegal, complete genome	0
AY093604.1 HIV-1 isolate 95SN7808 from Senegal, complete genome	4
AF503396.1 HIV-1 strain CNGL179 from China, complete genome	3
AB097865.1 Human immunodeficiency virus 1 proviral DNA, nearly complete genome, isolate:mIDU502	2
AB097866.1 Human immunodeficiency virus 1 proviral DNA, nearly complete genome, isolate:mCSW503	4
AB097867.1 Human immunodeficiency virus 1 proviral DNA, nearly complete genome, isolate:mCSW104	3
AB097868.1 Human immunodeficiency virus 1 proviral DNA, complete genome, isolate:mIDU107	3
AB097869.1 Human immunodeficiency virus 1 proviral DNA, complete genome, isolate:mIDU106	1
AB097870.1 Human immunodeficiency virus 1 proviral DNA, nearly complete genome, isolate:mSTD101	4
AB097871.1 Human immunodeficiency virus 1 proviral DNA, nearly complete genome, isolate:mIDU101	0
AB097872.1 Human immunodeficiency virus 1 proviral DNA, complete genome, isolate:mCSW105	0
AB097873.1 Human immunodeficiency virus 1 proviral DNA, nearly complete genome, isolate:mIDU103	3
AB098330.1 Human immunodeficiency virus 1 proviral DNA, complete genome, clone:pUG031-A1	0
AB098331.1 Human immunodeficiency virus 1 proviral DNA, complete genome, clone:pUG031-A2	2
AB098332.1 Human immunodeficiency virus 1 proviral DNA, complete genome, clone:pUG029-A3	3
AB098333.1 Human immunodeficiency virus 1 proviral DNA, complete genome, clone:pUG029-A4	4
AY308760.1 HIV-1 isolate 1333_d2 from USA, complete genome	1
AY308761.1 HIV-1 isolate 1299_d22 from USA, complete genome	3
AY308762.1 HIV-1 isolate 1304_d31 from USA, complete genome	1
AY118165.1 HIV-1 isolate 97ZA003 from South Africa, complete genome	4
AY118166.1 HIV-1 isolate 97ZA009 from South Africa, complete genome	3
AY271690.1 HIV-1 clone pBD6.15 from Cameroon, complete genome	3
AY237165.1 HIV-1 isolate TZBFL0210-1-8 from Tanzania, complete genome	3
AY237166.1 HIV-1 isolate TZBFL0170-3-2 from Tanzania, complete genome	1
AY237167.1 HIV-1 isolate TZBFL0210-1-2 from Tanzania, complete genome	0
AY167123.1 HIV-1 isolate CM237 from Thailand, complete genome	2
AY314044.1 HIV-1 isolate WC10P-1 from USA, complete genome	2
AY314045.1 HIV-1 isolate WC10P-2 from USA, complete genome	4
AY314046.1 HIV-1 isolate WC10P-3 from USA, complete genome	2
AY314047.1 HIV-1 isolate WC10P-4 from USA, complete genome	4
AY314048.1 HIV-1 isolate WC10P-6 from USA, complete genome	1
AY314049.1 HIV-1 isolate WC10P-7 from USA, complete genome	2
AY314050.1 HIV-1 isolate WC10P-8 from USA, complete genome	1
AY314051.1 HIV-1 isolate WC10P-9 from USA, complete genome	0
AY314052.1 HIV-1 isolate WC10P-10 from USA, complete genome	0
AY314053.1 HIV-1 isolate WC10P-11 from USA, complete genome	1
AY314054.1 HIV-1 isolate WC10C-1 from USA, complete genome	1
AY314055.1 HIV-1 isolate WC10C-3 from USA, complete genome	4
AY314056.1 HIV-1 isolate WC10C-4 from USA, complete genome	0
AY314057.1 HIV-1 isolate WC10C-5 from USA, complete genome	4
AY314058.1 HIV-1 isolate WC10C-6 from USA, complete genome	1
AY314059.1 HIV-1 isolate WC10C-8 from USA, complete genome	4
AY314060.1 HIV-1 isolate WC10C-9 from USA, complete genome	1
AY314061.1 HIV-1 isolate WC10C-10 from USA, complete genome	3
AY314062.1 HIV-1 isolate WC10C-11 from USA, complete genome	3
AY314063.1 HIV-1 isolate WC10C-12 from USA, complete genome	0
AY331282.1 HIV-1 isolate 1001-07 from USA, complete genome	1
AY331283.1 HIV-1 isolate 1001-09 from USA, complete genome	1
AY331284.1 HIV-1 isolate 1006-08 from USA, complete genome	4
AY331285.1 HIV-1 isolate 1012-08 from USA, complete genome	4
AY331286.1 HIV-1 isolate 1012-11 from USA, complete genome	1
AY331287.1 HIV-1 isolate 1013-03 from USA, complete genome	3
AY331288.1 HIV-1 isolate 1013-07 from USA, complete genome	1
AY331289.1 HIV-1 isolate 1018-06 from USA, complete genome	2
AY331290.1 HIV-1 isolate 1018-10 from USA, complete genome	1
AY331292.1 HIV-1 isolate 1057-01 from USA, complete genome	1
AY331293.1 HIV-1 isolate 1057-09 from USA, complete genome	3
AY331296.1 HIV-1 isolate PRB959-03 from USA, complete genome	3
AY331297.1 HIV-1 isolate PRB959-05 from USA, complete genome	0
AY332236.1 HIV-1 isolate 1006-10 from USA, complete genome	3
AY423385.1 HIV-1 isolate 671-00T169 from Netherlands, complete genome	1
AY423387.1 HIV-1 isolate 671-00T36 from Netherlands, complete genome	3
AY228557.1 HIV-1 isolate 01ZATM45 from South Africa, complete genome	0
AY228556.1 HIV-1 isolate 99ZATM10 from South Africa, complete genome	4
AY445524.1 HIV-1 clone pWCML249 from Kenya, complete genome	0
AY352656.1 HIV-1 isolate UG035 from Uganda, complete genome	3
AY352657.1 HIV-1 isolate UG266 from Uganda, complete genome	2
AY463217.1 HIV-1 isolate C.ZA.1134MB from South Africa, complete genome	1
AY463218.1 HIV-1 isolate C.ZA.1176MB from South Africa, complete genome	4
AY463219.1 HIV-1 isolate C.ZA.1192M3M from South Africa, complete genome	4
AY463220.1 HIV-1 isolate C.ZA.1195MB from South Africa, complete genome	2
AY463221.1 HIV-1 isolate C.ZA.1210MB from South Africa, complete genome	1
AY463222.1 HIV-1 isolate C.ZA.1228MB from South Africa, complete genome	2
AY463223.1 HIV-1 isolate C.ZA.J54Ma from South Africa, complete genome	4
AY463224.1 HIV-1 isolate C.ZA.1162MB from South Africa, complete genome	2
AY463225.1 HIV-1 isolate C.ZA.1170MB from South Africa, complete genome	3
AY463226.1 HIV-1 isolate C.ZA.1217MB from South Africa, complete genome	2
AY463227.1 HIV-1 isolate C.ZA.1225MB from South Africa, complete genome	3
AY463228.1 HIV-1 isolate C.ZA.J38MA from South Africa, complete genome	3
AY463229.1 HIV-1 isolate C.ZA.1119MB from South Africa, complete genome	0
AY463230.1 HIV-1 isolate C.ZA.1165MB from South Africa, complete genome	2
AY463231.1 HIV-1 isolate C.ZA.1168MB from South Africa, complete genome	4
AY463232.1 HIV-1 isolate C.ZA.1171MB from South Africa, complete genome	3
AY463233.1 HIV-1 isolate C.ZA.1178MB from South Africa, complete genome	4
AY463234.1 HIV-1 isolate C.ZA.1197MB from South Africa, complete genome	1
AY463235.1 HIV-1 isolate C.ZA.2004MB from South Africa, complete genome	4
AY463236.1 HIV-1 isolate C.ZA.1214MB from South Africa, complete genome	1
AY463237.1 HIV-1 isolate C.ZA.2134MB from South Africa, complete genome	0
AY322184.1 HIV-1 isolate ML013-10-1986 from Kenya, complete genome	3
AY322185.1 HIV-1 isolate ML013-2-1997 from Kenya, complete genome	3
AY322187.1 HIV-1 isolate ML249-3-1997 from Kenya, complete genome	0
AY322189.1 HIV-1 isolate ML415-2-1997 from Kenya, complete genome	3
AY322190.1 HIV-1 isolate ML605-3-1997 from Kenya, complete genome	1
AY322191.1 HIV-1 isolate ML672-3-1997 from Kenya, complete genome	4
AY322193.1 HIV-1 isolate ML752-3-1997 from Kenya, complete genome	3
AY455778.1 HIV-1 isolate 99UFRJ-1 from Brazil, complete genome	2
AY455779.1 HIV-1 isolate 94BR-RJ-97 from Brazil, complete genome	0
AY455781.1 HIV-1 isolate 94BR-RJ-41 from Brazil, complete genome	0
AY455784.1 HIV-1 isolate 94BR-RJ-59 from Brazil, complete genome	2
AY455785.1 HIV-1 isolate 94UFRJ-58 from Brazil, complete genome	3
AY535659.1 HIV-1 isolate EE0359 from Estonia, complete genome	2
AY585264.1 HIV-1 isolate C.ZA.1189MB from South Africa, complete genome	0
AY585265.1 HIV-1 isolate C.ZA.J112MA from South Africa, complete genome	0
AY585266.1 HIV-1 isolate C.ZA.1157M3M from South Africa, complete genome	0
AY585267.1 HIV-1 isolate C.ZA.1184MB from South Africa, complete genome	1
AY585268.1 HIV-1 isolate C.ZA.1069MB from South Africa, complete genome	4
AY532635.1 HIV-1 isolate 02CM-DJO0131 from Cameroon, complete genome	3
AY531116.1 HIV-1 isolate LTG0218 clone 30 from China, complete genome	3
AY536233.1 HIV-1 isolate CH3 from Chile, complete genome	4
AY536234.1 HIV-1 isolate CH6 from Chile, complete genome	2
AY536236.1 HIV-1 isolate V62 from Venezuela, complete genome	3
AY536235.1 HIV-1 isolate CH12 from Chile, complete genome	1
AY536237.1 HIV-1 isolate R140 from Argentina, complete genome	3
AY536238.1 HIV-1 isolate X1241 from Argentina, complete genome	1
AY560107.1 HIV-1 isolate 98USHVTN1925c1 from USA, complete genome	1
AY560108.1 HIV-1 isolate 98USHVTN3605c9 from USA, complete genome	3
